-24.472761,0.998234,-0.059391,-0.000893,0.000261
-24.331507,0.998159,-0.060649,-0.000677,0.000285
-24.256342,0.998119,-0.061293,-0.001194,0.000164
-24.431366,0.998197,-0.060019,-0.000894,0.00018
-24.741014,0.998422,-0.056138,0.001486,0.00037
-24.436728,0.998565,-0.053398,0.004146,0.000519
-23.85721,0.998645,-0.051375,0.008253,0.000731
-23.511879,0.998611,-0.05149,0.011189,0.000885
-23.286718,0.998606,-0.051269,0.012542,0.00086
-22.989281,0.998694,-0.048745,0.015302,0.000961
-22.760185,0.998798,-0.045591,0.017951,0.001034
-22.622625,0.998932,-0.040597,0.02202,0.001171
-22.427725,0.998991,-0.037774,0.024265,0.001211
-22.312437,0.999016,-0.035631,0.026395,0.00123
-22.256746,0.998996,-0.035125,0.027789,0.001255
-22.234507,0.998962,-0.034035,0.030249,0.001257
-21.694674,0.998959,-0.032121,0.032358,0.001253
-21.341459,0.999008,-0.027582,0.034932,0.001181
-21.106777,0.99907,-0.023102,0.036384,0.001138
-21.022909,0.999087,-0.021249,0.037046,0.001093
-21.083145,0.999048,-0.020458,0.038521,0.001115
-21.135063,0.998998,-0.020595,0.039723,0.001149
-21.142479,0.998957,-0.01991,0.041072,0.001077
-21.112764,0.998964,-0.018499,0.041561,0.001021
-20.939106,0.999023,-0.015723,0.041293,0.000912
-20.679523,0.999083,-0.013882,0.040491,0.000931
-20.611328,0.999101,-0.013331,0.040238,0.000927
-20.527441,0.999093,-0.013548,0.040369,0.000963
-20.510199,0.999085,-0.013797,0.040462,0.000866
-20.292946,0.999096,-0.013851,0.040174,0.000883
-20.236616,0.999121,-0.013265,0.039751,0.000862
-20.415808,0.999183,-0.011986,0.038595,0.00092
-20.473511,0.999225,-0.011178,0.03773,0.000892
-20.310875,0.999262,-0.011073,0.036771,0.000888
-20.19165,0.999282,-0.01256,0.035744,0.000952
-20.013273,0.999297,-0.013759,0.034866,0.000861
-19.898561,0.999339,-0.015436,0.032896,0.000878
-19.783375,0.999382,-0.015974,0.031301,0.000871
-19.63006,0.99945,-0.016439,0.028795,0.000984
-19.568453,0.999486,-0.016832,0.027253,0.000978
-19.513033,0.999519,-0.018466,0.024902,0.001001
-19.502531,0.999517,-0.020535,0.023284,0.001013
-19.75515,0.999491,-0.024033,0.020953,0.000908
-19.765888,0.999474,-0.026864,0.018134,0.000889
-19.683823,0.999477,-0.027894,0.016322,0.000971
-19.630915,0.999478,-0.029206,0.013777,0.000937
-19.623613,0.999456,-0.030532,0.01241,0.000908
-19.621778,0.99939,-0.03318,0.010865,0.000878
-19.446882,0.999334,-0.03516,0.009745,0.00072
-19.330975,0.999241,-0.038154,0.007775,0.000667
-19.189638,0.999192,-0.039669,0.006416,0.000619
-19.098619,0.999147,-0.041007,0.004858,0.000673
-18.753319,0.99912,-0.041749,0.003954,0.000633
-18.218683,0.99905,-0.043475,0.003062,0.000595
-18.448046,0.998934,-0.046088,0.002561,0.000574
-18.621161,0.998848,-0.04794,0.002307,0.000457
-18.603903,0.998734,-0.050281,0.00165,0.00042
-18.465115,0.998709,-0.050784,0.001006,0.000383
-18.348595,0.998723,-0.050528,-0.000138,0.000444
-18.292509,0.99873,-0.050372,-0.000794,0.000427
-18.261017,0.998698,-0.051008,-0.001047,0.000387
-18.026436,0.998615,-0.052612,-0.000803,0.000286
-17.962986,0.998556,-0.053717,-0.000354,0.000313
-17.675089,0.998552,-0.053785,0.000851,0.000368
-17.59741,0.998603,-0.052821,0.001347,0.000384
-17.417295,0.998706,-0.050849,0.001071,0.000468
-17.339535,0.998758,-0.049811,0.000599,0.000438
-17.3957,0.998787,-0.049226,0.000666,0.000441
-17.441278,0.99879,-0.049162,0.001582,0.000383
