fused.ts,fused.H,fused.q[0],fused.q[1],fused.q[2],fused.q[3]
185810,-22.609732,0.986391,-0.04271,-0.158653,-0.006163
185872,-22.592113,0.983992,-0.021273,-0.176931,-0.001659
185933,-22.576817,0.981902,-0.01601,-0.188661,-0.004367
185974,-22.56476,0.980783,-0.02078,-0.193964,-0.003453
186036,-22.557165,0.978413,-0.015591,-0.206049,-0.003164
186098,-22.552563,0.978919,-0.007489,-0.204114,-0.000131
186139,-22.551809,0.982174,-0.006044,-0.187871,0.001212
186200,-22.553259,0.985807,-0.010362,-0.167548,-0.002347
186262,-22.559387,0.990132,-0.010413,-0.139723,-0.002756
186303,-22.564478,0.994009,-0.003528,-0.109212,-0.002705
186365,-22.56588,0.996479,0.007239,-0.083503,0.001978
186426,-22.570604,0.997073,0.015752,-0.074782,0.002327
186467,-22.574015,0.997772,0.019666,-0.063755,0.00009
186529,-22.583433,0.998129,0.028448,-0.054108,0.000806
186590,-22.595152,0.99667,0.062113,-0.052675,0.004095
186632,-22.607918,0.993095,0.099237,-0.062099,0.00766
186693,-22.623547,0.988348,0.128077,-0.08117,0.013293
186755,-22.636755,0.985632,0.1386,-0.095965,0.010494
186796,-22.647976,0.983882,0.146379,-0.101732,0.014121
186857,-22.662312,0.982921,0.149359,-0.106392,0.015482
186960,-22.693367,0.980587,0.154374,-0.119464,0.018609
187022,-22.707909,0.988579,0.105524,-0.106886,0.012297
187083,-22.719637,0.995559,0.042745,-0.083749,0.004718
187145,-22.730881,0.99768,0.015978,-0.06617,0.000445
187186,-22.740545,0.997515,0.009668,-0.069771,0.001772
187248,-22.753506,0.997278,0.004386,-0.073592,-0.001048
187310,-22.776176,0.9971,0.000245,-0.076097,0.001292
187350,-22.806873,0.997061,-0.006953,-0.076295,0.000455
187412,-22.83094,0.997251,-0.002225,-0.074058,0.00024
187473,-22.853848,0.997187,0.003509,-0.074877,0.000253
187514,-22.87579,0.997596,-0.002688,-0.069231,-0.001186
187576,-22.893734,0.997909,-0.011807,-0.063527,0.001536
187638,-22.899427,0.997491,-0.01023,-0.070044,0.001114
187700,-22.903305,0.995783,0.010504,-0.091125,0.001222
187741,-22.91581,0.993907,0.028473,-0.106446,0.002653
187803,-22.942211,0.994259,0.029005,-0.102978,0.001944
187843,-22.962866,0.996005,0.017139,-0.087618,0.001778
187905,-22.985334,0.997492,0.010739,-0.069945,0.001068
187966,-23.00963,0.997818,0.019731,-0.06297,0.002206
188028,-23.028904,0.997513,0.021269,-0.067183,0.001206
188069,-23.047371,0.99839,0.016053,-0.054377,-0.001412
188130,-23.039783,0.999555,-0.000596,-0.02965,0.003286
188172,-22.983358,0.999879,-0.000553,-0.015499,0.001493
188234,-22.886156,0.999701,0.00862,-0.022855,0.000573
188295,-22.79475,0.999298,0.013254,-0.034984,-0.002235
188336,-22.687368,0.999562,0.009287,-0.028045,-0.001495
188397,-22.598942,0.999972,0.002274,-0.006851,0.001944
188459,-22.542377,0.999973,-0.00024,0.007041,-0.001855
188500,-22.424576,0.999964,0.00315,0.007349,-0.002838
188562,-22.278042,0.999981,0.005345,-0.00291,0.0011
188623,-22.114222,0.999824,0.005253,-0.018027,0.000472
188685,-22.019615,0.999905,0.005415,-0.012635,-0.000601
188726,-21.926329,0.99998,0.005224,0.0029,-0.002132
188788,-21.809536,0.999924,0.008519,0.008533,-0.002461
188850,-21.695305,0.999855,0.016735,-0.003185,0.000866
188890,-21.571362,0.999703,0.022194,-0.009916,0.001799
188952,-21.464914,0.999659,0.023291,-0.011769,-0.00052
189013,-21.400574,0.999566,0.025495,-0.014437,0.003108
189054,-21.363646,0.999048,0.025779,-0.035143,0.001953
189116,-21.323812,0.99704,0.027737,-0.071635,0.003322
189178,-21.297327,0.994405,0.036186,-0.09906,0.006037
189218,-21.253746,0.994119,0.043761,-0.098821,0.00689
189280,-21.181965,0.995001,0.043957,-0.089392,0.007009
189342,-21.177401,0.995181,0.03937,-0.089598,0.006085
189383,-21.187159,0.994313,0.03431,-0.100697,0.004901
189445,-21.199156,0.993789,0.03361,-0.105947,0.005439
189506,-21.163834,0.994732,0.037596,-0.09529,0.003961
189547,-21.123461,0.996002,0.040879,-0.079297,0.004658
189609,-21.104334,0.996358,0.037437,-0.07658,0.002406
189650,-21.086388,0.996183,0.031614,-0.081353,0.001353
189712,-21.067024,0.996281,0.025322,-0.082322,0.002392
189774,-21.049566,0.997373,0.017342,-0.070296,0.002355
189814,-21.035835,0.998136,0.022239,-0.056822,0.001132
189876,-21.021454,0.996902,0.054918,-0.056196,0.003607
189937,-21.016783,0.994538,0.07904,-0.067916,0.005802
189999,-21.018911,0.99457,0.06813,-0.078518,0.004891
190040,-21.02597,0.996232,0.037959,-0.077915,0.003167
190102,-21.048691,0.997184,0.031121,-0.068186,0.002516
190163,-21.068268,0.996166,0.054245,-0.06861,0.002121
190204,-21.091808,0.994355,0.068928,-0.080529,0.004778
190266,-21.120607,0.994588,0.054072,-0.088584,0.00479
190328,-21.166803,0.995983,0.027032,-0.085311,0.003026
190390,-21.193527,0.996907,0.022063,-0.075419,0.001368
190430,-21.22427,0.997374,0.017013,-0.070391,0.001253
190492,-21.259996,0.997453,-0.001188,-0.071302,0.001143
190553,-21.297657,0.997075,-0.026338,-0.071732,-0.001251
190594,-21.360653,0.996677,-0.039181,-0.071393,-0.00168
190656,-21.426775,0.996511,-0.043398,-0.071256,-0.002096
190718,-21.470673,0.995904,-0.049605,-0.075474,-0.004322
190779,-21.559963,0.996066,-0.050481,-0.072753,-0.003238
190820,-21.618378,0.996757,-0.047959,-0.064555,-0.002842
190882,-21.708021,0.997215,-0.049723,-0.05551,-0.002845
190944,-21.786831,0.995749,-0.066666,-0.063343,-0.005233
191006,-21.887774,0.993587,-0.083247,-0.076289,-0.005813
191046,-21.967207,0.993737,-0.084031,-0.073273,-0.007476
191108,-22.0522,0.996033,-0.069354,-0.055605,-0.004184
191169,-22.138556,0.996879,-0.060591,-0.050542,-0.002571
191210,-22.228535,0.995964,-0.05987,-0.06671,-0.004508
191272,-22.326475,0.995395,-0.059613,-0.07492,-0.004734
191334,-22.397949,0.997244,-0.041964,-0.060997,-0.004819
191375,-22.509287,0.999061,-0.017924,-0.039423,-0.001024
191437,-22.61755,0.998865,-0.011527,-0.046206,-0.000997
191499,-22.726965,0.99736,-0.012502,-0.071528,-0.000018
191539,-22.845247,0.997161,0.011173,-0.074462,-0.000254
191601,-22.970604,0.997619,0.043438,-0.053471,0.003242
191662,-23.079416,0.997454,0.057635,-0.041944,0.002007
191703,-23.184902,0.996877,0.061232,-0.049721,0.003696
191765,-23.295595,0.996152,0.061971,-0.061886,0.003339
191826,-23.39908,0.995796,0.071103,-0.057652,0.003335
191868,-23.501148,0.996037,0.078123,-0.042442,0.002414
191930,-23.569248,0.998411,0.052353,-0.020805,0.001439
191991,-23.602304,0.999964,0.007816,-0.003282,-0.000097
192032,-23.630016,0.999531,-0.030067,0.005797,-0.000288
192094,-23.655945,0.999376,-0.035258,0.001672,-0.001621
192155,-23.713491,0.999851,-0.016703,-0.004467,-0.000192
192196,-23.777979,0.999855,-0.016695,0.0032,-0.001068
192258,-23.796749,0.999086,-0.040971,0.012193,0.000655
192320,-23.75366,0.998551,-0.052516,0.011721,-0.000997
192361,-23.705824,0.999011,-0.042297,0.013507,-0.002481
192423,-23.684635,0.999135,-0.034773,0.022804,-0.000141
192484,-23.647276,0.998607,-0.046044,0.0256,0.002934
192546,-23.574583,0.99778,-0.062007,0.024176,0.002453
192586,-23.494991,0.997936,-0.061131,0.019688,0.00014
192648,-23.426741,0.998831,-0.046668,0.012565,-0.000303
192709,-23.350277,0.999324,-0.036677,0.00249,-0.000813
192750,-23.294048,0.999224,-0.039217,-0.002723,-0.00235
192812,-23.251659,0.998997,-0.042188,-0.014724,-0.002964
192874,-23.254427,0.99871,-0.040347,-0.030836,-0.000278
192915,-23.284843,0.99867,-0.033064,-0.03956,-0.000211
192976,-23.296999,0.99884,-0.025531,-0.040793,-0.001788
193038,-23.290308,0.998555,-0.031524,-0.043488,-0.001662
193079,-23.308266,0.997526,-0.041462,-0.056697,-0.002983
193141,-23.377222,0.996709,-0.036188,-0.072484,-0.002877
193202,-23.442812,0.996475,-0.027622,-0.079209,-0.001007
193243,-23.465267,0.995769,-0.0391,-0.083088,-0.003318
193305,-23.522757,0.993858,-0.066043,-0.088621,-0.005497
193366,-23.630341,0.992314,-0.075247,-0.098035,-0.006354
193408,-23.738184,0.992506,-0.065759,-0.102762,-0.006827
193470,-23.861925,0.993263,-0.062779,-0.097273,-0.005052
193531,-23.980045,0.994557,-0.072015,-0.07507,-0.005833
193572,-24.127752,0.995486,-0.078027,-0.053875,-0.004051
193633,-24.301592,0.996182,-0.07631,-0.042119,-0.005007
193695,-24.436491,0.997115,-0.068435,-0.032815,-0.000841
193736,-24.558628,0.997252,-0.071272,-0.020189,-0.001239
193798,-24.659115,0.996717,-0.080802,-0.004967,-0.000983
193859,-24.76668,0.996958,-0.077741,-0.00554,-0.000412
193921,-24.852354,0.997958,-0.059494,-0.023223,-0.000483
193962,-24.957483,0.997995,-0.045614,-0.043852,-0.001298
194024,-25.06905,0.997599,-0.052581,-0.044974,-0.00285
194085,-25.194063,0.997259,-0.061121,-0.041622,-0.002548
194126,-25.307735,0.997366,-0.052898,-0.049596,-0.001988
194188,-25.391394,0.997039,-0.050364,-0.058048,-0.002799
194249,-25.44887,0.996692,-0.059746,-0.055022,-0.003009
194311,-25.547703,0.996747,-0.072369,-0.03531,-0.003533
194352,-25.602827,0.996737,-0.072884,-0.034495,-0.003672
194414,-25.645864,0.996052,-0.074965,-0.047434,-0.00314
194475,-25.678486,0.995113,-0.077415,-0.060953,-0.00649
194516,-25.697298,0.994989,-0.076707,-0.064023,-0.003796
194578,-25.725513,0.995019,-0.076169,-0.064065,-0.00567
194640,-25.761236,0.994506,-0.075771,-0.072066,-0.004725
194702,-25.778296,0.993951,-0.07095,-0.083662,-0.005326
194742,-25.793055,0.994099,-0.063046,-0.088134,-0.005084
194804,-25.802725,0.994233,-0.063114,-0.086549,-0.005179
194865,-25.814377,0.994088,-0.062736,-0.088495,-0.00469
194906,-25.81715,0.9939,-0.055848,-0.094996,-0.004424
194968,-25.817457,0.99275,-0.050218,-0.109053,-0.005802
195030,-25.816179,0.991788,-0.049093,-0.117959,-0.005732
195091,-25.816357,0.991372,-0.051081,-0.120624,-0.00465
195132,-25.816206,0.991695,-0.050229,-0.118204,-0.006737
195194,-25.811535,0.993623,-0.046977,-0.102417,-0.004104
195256,-25.804134,0.994591,-0.047427,-0.092313,-0.004309
195297,-25.7964,0.99497,-0.051219,-0.086031,-0.003127
195358,-25.780857,0.995029,-0.053938,-0.083678,-0.002597
195420,-25.763153,0.996054,-0.050617,-0.072663,-0.005806
195461,-25.738455,0.996753,-0.048226,-0.064476,0.000407
195522,-25.710546,0.996907,-0.052602,-0.058383,-0.000785
195584,-25.687502,0.99669,-0.057154,-0.057582,-0.005123
195626,-25.658104,0.997072,-0.051711,-0.056333,0.000789
195687,-25.613699,0.997519,-0.048269,-0.05118,-0.002558
195748,-25.569853,0.997613,-0.053972,-0.043023,-0.001828
195789,-25.530464,0.99748,-0.057309,-0.041764,-0.002178
195851,-25.49486,0.997466,-0.054091,-0.046157,-0.002401
195913,-25.463614,0.997678,-0.049065,-0.047164,-0.002416
195974,-25.432112,0.997823,-0.050497,-0.042359,-0.002418
196015,-25.398342,0.998057,-0.050742,-0.036078,-0.002254
196077,-25.365646,0.998799,-0.0363,-0.032904,-0.000376
196138,-25.333105,0.998987,-0.025447,-0.037115,-0.000851
196180,-25.301355,0.998825,-0.028385,-0.039268,-0.000374
196242,-25.267294,0.998701,-0.038212,-0.033677,-0.001362
196282,-25.239862,0.998857,-0.038952,-0.027646,-0.001535
196344,-25.222067,0.999039,-0.032666,-0.029218,-0.000401
196406,-25.205994,0.998856,-0.032529,-0.035032,-0.001065
196446,-25.193512,0.99855,-0.041379,-0.03443,-0.000722
196508,-25.192568,0.998613,-0.045861,-0.025842,-0.000616
196570,-25.19808,0.998703,-0.044551,-0.024621,-0.000935
196632,-25.204611,0.998471,-0.045486,-0.031361,-0.001696
196673,-25.205685,0.998129,-0.048846,-0.036768,-0.000972
196735,-25.203424,0.998117,-0.049206,-0.036586,-0.001766
196775,-25.200132,0.998307,-0.046503,-0.034906,-0.001454
196837,-25.207291,0.997889,-0.049015,-0.042614,-0.000265
196898,-25.218754,0.996943,-0.049313,-0.060497,-0.003726
196939,-25.24062,0.997007,-0.042574,-0.064416,-0.00388
197001,-25.264406,0.998197,-0.039148,-0.045478,-0.001463
197062,-25.297058,0.998481,-0.045474,-0.031041,-0.002021
197104,-25.332653,0.998177,-0.049401,-0.034661,0.000101
197206,-25.38131,0.999054,-0.035582,-0.025009,0.000051
197268,-25.405107,0.999272,-0.037319,-0.007824,0.001221
197329,-25.43503,0.999385,-0.035005,0.001326,0.001335
197370,-25.466364,0.999304,-0.03526,-0.012154,0.000636
197432,-25.4979,0.998788,-0.040989,-0.027053,-0.003242
197494,-25.520554,0.998796,-0.037802,-0.031229,0.001544
197535,-25.554495,0.999006,-0.03819,-0.022741,-0.003403
197596,-25.600121,0.999438,-0.031992,-0.008914,0.004481
197658,-25.640179,0.999749,-0.022306,0.000914,0.00207
197720,-25.654795,0.999723,-0.023495,0.000809,0.000779
197782,-25.661905,0.999542,-0.02847,0.009547,0.003866
197822,-25.661428,0.999599,-0.024385,0.014273,-0.00203
197884,-25.655331,0.999508,-0.025888,0.017405,0.003225
197945,-25.638809,0.999289,-0.031234,0.0211,0.001063
197986,-25.617199,0.999325,-0.024929,0.026968,0.00013
198048,-25.594856,0.999322,-0.016307,0.032949,0.002065
198110,-25.564785,0.999555,-0.014605,0.026005,0.001169
198171,-25.527325,0.999896,-0.009424,0.010903,-0.001082
198212,-25.476032,0.999997,-0.000698,-0.001499,0.001925
198274,-25.412323,0.999685,0.022045,-0.011377,0.003761
198336,-25.340063,0.999581,0.026297,-0.011989,-0.001815
198377,-25.284176,0.999483,0.029951,-0.011025,0.003955
198438,-25.205896,0.999361,0.033796,-0.011629,-0.001043
198500,-25.117929,0.998522,0.048874,-0.014154,0.019097
198541,-25.025892,0.998615,0.051024,-0.012605,0.002562
198602,-24.932722,0.998557,0.051217,-0.016125,0.000527
198644,-24.830738,0.998535,0.050547,-0.018978,0.003695
198706,-24.714596,0.998646,0.050816,-0.01067,0.003126
198767,-24.603859,0.99909,0.042388,0.00035,0.004824
198808,-24.48694,0.999376,0.023808,0.024741,0.008234
198869,-24.364491,0.998755,0.015201,0.047469,-0.002032
198931,-24.235605,0.998758,0.00565,0.049146,-0.005877
198972,-24.09873,0.99922,0.003345,0.039358,-0.000016
199034,-23.956776,0.999725,0.000212,0.023022,-0.004538
199095,-23.809189,0.999892,-0.005093,0.013439,0.003255
199157,-23.668385,0.999808,-0.01212,0.014819,-0.004178
199198,-23.524891,0.999632,-0.012331,0.021531,-0.010966
199260,-23.373255,0.999597,-0.017607,0.022159,0.002407
199322,-23.219379,0.99983,-0.014407,0.011431,0.001532
199362,-23.05777,0.999922,-0.010612,0.005255,-0.004042
199424,-22.895098,0.999925,-0.009837,0.006867,0.002607
199485,-22.736549,0.999925,-0.010168,0.005224,0.004412
199526,-22.590088,0.999888,-0.014676,0.00281,-0.000809
199588,-22.426302,0.999936,-0.011285,-0.000057,0.000754
199650,-22.263542,0.999993,-0.003349,0.001328,-0.000844
199691,-22.095766,0.999998,0.001532,0.001125,0.000744
199752,-21.929327,0.999996,-0.002353,0.001077,0.000776
199814,-21.77137,0.999966,-0.005196,0.004642,0.004453
199855,-21.605772,0.999867,-0.014143,0.00807,-0.00106
199917,-21.452002,0.999902,-0.011846,0.005767,-0.00468
199978,-21.29558,0.999935,-0.007527,0.008479,-0.001362
200019,-21.125834,0.999921,-0.010138,0.006908,0.002888
200081,-20.951437,0.999753,-0.020059,0.009542,-0.000442
200142,-20.786495,0.999822,-0.015801,0.009915,0.002752
200184,-20.607079,0.999912,-0.01221,0.003109,-0.004252
200246,-20.454069,0.999962,-0.00862,-0.001103,-0.000343
200307,-20.281733,0.999916,-0.012913,0.001014,-0.000886
200348,-20.126196,0.999788,-0.019861,0.005384,-0.000047
200410,-19.915661,0.999775,-0.021094,0.001851,-0.001012
200471,-19.759348,0.999814,-0.019269,-0.00042,0.001252
200512,-19.567781,0.999767,-0.02124,0.003004,-0.002172
200574,-19.368361,0.999802,-0.019474,0.003546,-0.0019
200636,-19.211222,0.999737,-0.022848,0.000995,0.001874
200677,-19.022133,0.999692,-0.023987,-0.006061,0.002116
200739,-18.822433,0.999754,-0.018062,-0.012891,-0.000073
200800,-18.603083,0.999699,-0.023425,-0.006696,-0.003005
200862,-18.382011,0.999463,-0.03251,-0.003429,-0.002054
200902,-18.218996,0.999308,-0.037091,-0.002821,-0.001005
200964,-17.928415,0.999543,-0.029396,-0.006993,-0.000719
201025,-17.708561,0.999902,-0.011728,-0.007588,0.000919
201066,-17.4974,0.999863,-0.013718,-0.009302,0.000015
201128,-17.272587,0.999565,-0.02872,-0.006695,-0.000145
201190,-16.99988,0.99972,-0.023467,-0.003065,0.000854
201251,-16.818308,0.999878,-0.014382,-0.005645,-0.002144
201292,-16.585947,0.999812,-0.017735,-0.007572,-0.002238
201354,-16.358639,0.999746,-0.022009,-0.004748,-0.000507
201416,-16.101061,0.99985,-0.017119,-0.002081,-0.001562
201478,-15.925369,0.999861,-0.016407,-0.001062,0.002648
201539,-15.610317,0.999699,-0.024164,-0.003929,-0.001334
201580,-15.385227,0.999768,-0.020652,-0.006104,-0.000173
201641,-15.165172,0.999749,-0.021648,-0.005074,-0.002606
201703,-14.97812,0.999667,-0.025619,-0.001844,0.002477
201744,-14.767536,0.999694,-0.024346,-0.004224,0.000889
201806,-14.564326,0.999803,-0.017466,-0.0089,-0.00314
201867,-14.39432,0.999768,-0.019725,-0.008478,0.001817
201909,-14.165903,0.999685,-0.024655,-0.004796,-0.000259
201970,-13.934889,0.999686,-0.024124,-0.006492,0.001796
202032,-13.705444,0.999766,-0.021249,-0.004081,-0.00069
202073,-13.4721,0.999721,-0.0218,-0.009027,0.000596
202135,-13.243644,0.99963,-0.026799,-0.003351,-0.003124
202196,-12.97704,0.999679,-0.025232,-0.00213,0.000424
202258,-12.789096,0.999794,-0.01995,-0.002914,-0.00237
202299,-12.552019,0.999767,-0.021307,-0.003332,-0.000049
202360,-12.316463,0.999566,-0.029366,-0.001686,-0.001703
202422,-12.083009,0.9997,-0.024143,-0.003082,0.002666
202483,-11.849726,0.999718,-0.023715,0.001247,0.000806
202524,-11.620405,0.999624,-0.026341,0.007347,0.002254
202586,-11.400909,0.999415,-0.032134,0.011614,0.00144
202648,-11.171274,0.999518,-0.030315,0.00661,-0.001071
202710,-10.939467,0.999683,-0.025171,0.000463,0.000544
202750,-10.708714,0.999606,-0.027302,-0.006209,-0.001716
202812,-10.480459,0.999727,-0.022449,-0.006537,-0.000219
202873,-10.255177,0.999681,-0.024232,-0.006871,-0.00183
202914,-10.10037,0.999784,-0.019154,-0.007974,-0.000872
202976,-9.88763,0.99998,0.00407,-0.004645,-0.001253
203038,-9.655617,0.999513,0.030432,-0.006152,0.003195
203079,-9.428675,0.999213,0.038724,-0.00858,-0.000098
203141,-9.1953,0.99948,0.032209,-0.001295,0.000941
203202,-8.964104,0.999789,0.018615,0.008063,-0.00317
203243,-8.734406,0.999633,0.010659,0.024794,0.002494
203305,-8.5208,0.998774,0.000204,0.049459,-0.002011
203367,-8.311122,0.997498,-0.00552,0.070476,-0.000013
203408,-8.081653,0.995908,-0.01268,0.089159,0.007619
203470,-7.845858,0.993982,-0.016401,0.10831,0.000111
203531,-7.612858,0.992259,-0.014218,0.123337,0.002691
203572,-7.380614,0.990742,-0.0063,0.13561,0.000125
203634,-7.153394,0.989997,-0.011901,0.140582,0.000745
203695,-6.94888,0.988909,-0.013738,0.147867,0.002297
203736,-6.720954,0.988629,-0.006379,0.15024,-0.000813
203797,-6.490911,0.988696,-0.005965,0.149761,0.003937
203859,-6.263169,0.988632,-0.011341,0.149916,0.002067
203900,-6.025858,0.988646,-0.012392,0.149751,0.000655
203962,-5.79276,0.988787,-0.016277,0.14844,0.000731
204023,-5.581389,0.992523,-0.019939,0.120348,-0.004162
204064,-5.363605,0.995158,-0.023208,0.095493,0.001615
204126,-5.121881,0.997744,-0.034084,0.057771,0.002822
204188,-4.872333,0.998279,-0.040429,0.04247,0.001013
204229,-4.613799,0.998498,-0.028978,0.0464,0.002979
204290,-4.359461,0.998466,-0.028078,0.047721,-0.000797
204352,-4.115874,0.998899,-0.028294,0.037382,0.001754
204393,-3.88175,0.999247,-0.026877,0.027975,-0.00064
204455,-3.646365,0.999337,-0.023105,0.028067,0.00213
204516,-3.404414,0.999262,-0.02413,0.029872,-0.000843
204558,-3.156952,0.999041,-0.029725,0.032087,0.001744
204619,-2.914372,0.998653,-0.038639,0.034455,0.003503
204681,-2.661743,0.998639,-0.032829,0.04037,0.003546
204743,-2.429142,0.998017,-0.024514,0.057927,0.002171
204783,-2.224695,0.996479,-0.024332,0.080213,0.001817
204866,-1.987587,0.995396,-0.022803,0.093052,0.00284
204906,-1.773431,0.994688,-0.019622,0.101025,-0.002295
204968,-1.566711,0.99341,-0.022673,0.112249,0.004819
205029,-1.368276,0.992134,-0.018235,0.123755,0.004636
205070,-1.185278,0.990298,-0.018169,0.13772,0.003614
205132,-1.010113,0.989191,-0.022711,0.144765,0.005303
205173,-0.838852,0.988371,-0.028687,0.149124,0.007813
205234,-0.644606,0.987727,-0.029242,0.153415,0.00189
205296,-0.455497,0.985664,-0.033552,0.165246,0.005789
205337,-0.256269,0.983432,-0.034345,0.177885,0.006273
205440,0.074903,0.979396,-0.028412,0.199839,0.006437
205502,0.263286,0.978124,-0.023208,0.206673,0.004664
205563,0.442018,0.975762,-0.021556,0.217742,0.00348
205605,0.588808,0.974955,-0.033211,0.219866,0.004295
205666,0.782362,0.977087,-0.031553,0.21024,0.010201
205728,0.979337,0.982993,-0.032917,0.180602,0.004926
205789,1.178772,0.989474,-0.029171,0.141619,0.005785
205830,1.391493,0.994113,-0.026772,0.10494,0.003261
205892,1.606847,0.996328,-0.02144,0.082885,0.000737
205954,1.816387,0.996684,-0.018886,0.079123,0.002205
205995,2.03496,0.996883,-0.012149,0.07795,-0.001025
206056,2.190512,0.997773,-0.003862,0.06659,-0.000841
206118,2.407412,0.998385,0.001076,0.056807,-0.000199
206159,2.625781,0.998478,0.003669,0.055014,-0.001341
206221,2.908598,0.998497,0.003054,0.05469,0.001908
206282,3.129312,0.998607,-0.000921,0.052749,-0.000811
206344,3.345084,0.998785,-0.0045,0.049034,-0.001827
206385,3.511642,0.99873,-0.009261,0.049519,0.00089
206446,3.747905,0.998646,-0.015807,0.049545,-0.001353
206508,3.992537,0.998684,-0.015976,0.04874,-0.000374
206570,4.239309,0.998891,-0.014075,0.044934,0.00069
206611,4.495653,0.998749,-0.012219,0.048391,0.002973
206672,4.72633,0.998651,-0.009823,0.050967,0.001742
206713,4.944132,0.998562,-0.01364,0.051848,0.000156
206775,5.18162,0.998654,-0.014197,0.049888,-0.000665
206837,5.41981,0.998599,-0.00971,0.052011,0.001
206878,5.662025,0.998633,-0.007163,0.051774,0.000754
206939,5.903278,0.998628,-0.009038,0.051487,0.002975
206980,6.144981,0.998686,-0.01075,0.050107,0.000469
207042,6.371172,0.998631,-0.018029,0.049099,0.000109
207104,6.600483,0.998589,-0.017299,0.050197,0.001415
207145,6.855638,0.99865,-0.013167,0.050248,0.000241
207207,7.117031,0.998671,-0.010026,0.050539,-0.000751
207268,7.379237,0.998792,-0.00892,0.048302,-0.001372
207330,7.655888,0.998925,-0.011526,0.044898,0.000355
207370,7.942463,0.998818,-0.011408,0.047139,0.003158
207432,8.204488,0.998837,-0.009236,0.047322,0.000657
207473,8.492797,0.998845,-0.005428,0.047734,-0.000302
207534,8.783871,0.998712,-0.004819,0.050502,-0.001275
207638,9.333405,0.998855,0.000367,0.047816,-0.00117
207699,9.656324,0.998812,-0.001541,0.048691,0.001048
207740,9.924956,0.998728,-0.003496,0.050302,-0.000983
207802,10.234819,0.998667,-0.008509,0.050816,0.002928
207843,10.492358,0.998884,-0.004571,0.047007,0.001037
207904,10.836185,0.998967,-0.002006,0.045366,0.001596
207966,11.188175,0.998709,-0.006247,0.050398,-0.001334
208027,11.543603,0.998538,-0.009906,0.053134,0.000543
208068,11.907106,0.998766,-0.005646,0.049335,0.000987
208130,12.173793,0.998826,-0.003179,0.048297,0.001888
208192,12.605464,0.998613,-0.00628,0.052274,-0.000534
208254,12.948545,0.998294,-0.006943,0.057955,0.001434
208335,13.585528,0.995711,0.0027,0.092468,-0.001413
208397,13.95951,0.993543,-0.005142,0.11334,0.000889
208459,14.342033,0.989959,-0.011467,0.140892,-0.000256
208500,14.726037,0.985603,-0.010789,0.168729,-0.000312
208562,15.087848,0.981344,-0.007344,0.192102,0.002529
208623,15.466052,0.978106,-0.0117,0.207747,0.003474
208664,15.843915,0.974246,-0.012916,0.225099,0.002952
208726,16.225794,0.969508,-0.011847,0.244763,0.002334
208787,16.602577,0.983743,-0.002351,0.179562,-0.001042
208828,16.990494,0.991018,0.001996,0.133711,0.000704
208890,17.340208,0.993852,0.006561,0.110526,0.000074
208951,17.688173,0.995802,0.011091,0.090856,-0.000309
209013,18.053293,0.997325,0.009667,0.072444,0.000771
209054,18.426723,0.998574,0.014709,0.051223,-0.002992
209116,18.796671,0.999279,0.017865,0.033497,0.000871
209178,19.166105,0.999603,0.017296,0.022232,0.000895
209218,19.539358,0.999618,0.019899,0.019138,0.001042
209280,19.882214,0.999567,0.019002,0.022461,-0.000264
209321,20.235962,0.999397,0.021844,0.026987,-0.000704
209382,20.606245,0.999417,0.022886,0.025247,-0.002359
209444,20.971626,0.999333,0.01578,0.032794,-0.002872
209486,21.359783,0.998982,0.008747,0.044206,-0.001842
209547,21.727327,0.998389,0.005922,0.056434,-0.000765
209608,22.114546,0.997837,0.004064,0.065583,-0.002078
209649,22.446348,0.997393,-0.00284,0.072097,-0.001017
209711,22.821564,0.996381,-0.013009,0.083999,-0.000187
209752,23.165417,0.995163,-0.022282,0.095667,0.001562
209814,23.545673,0.994485,-0.02619,0.101512,0.002955
209875,23.915188,0.995279,-0.02389,0.094052,0.001607
209937,24.286793,0.996409,-0.01885,0.082508,0.002524
209978,24.606382,0.996547,-0.017796,0.081096,0.001071
210040,24.963657,0.996096,-0.019006,0.086202,0.000516
210101,25.315191,0.995639,-0.020596,0.090985,0.000226
210142,25.603275,0.995477,-0.018431,0.093176,0.001971
210204,25.95833,0.995172,-0.021533,0.095737,0.001734
210266,26.320902,0.995127,-0.026086,0.095074,0.001766
210307,26.683723,0.994388,-0.031893,0.100793,0.003954
210368,26.947515,0.99295,-0.030719,0.114405,0.004238
210430,27.280279,0.991059,-0.02352,0.131305,0.00269
210491,27.708382,0.989251,-0.015775,0.145347,0.002628
210532,28.062344,0.98786,-0.009247,0.155033,0.003602
210594,28.31827,0.987568,-0.002008,0.157173,0.001246
210656,28.779072,0.986394,0.000713,0.164392,-0.001235
210718,29.154881,0.985124,0.006104,0.171733,-0.000845
210758,29.43132,0.985255,0.011206,0.170694,-0.003131
210820,29.869308,0.98631,0.010612,0.164555,-0.000852
210882,30.215591,0.987585,0.014572,0.156411,-0.00017
210923,30.480629,0.988552,0.019243,0.149611,-0.003438
210984,30.95752,0.98869,0.021769,0.148312,-0.004673
211046,31.341881,0.988952,0.023437,0.146295,-0.004646
211108,31.725939,0.989444,0.022417,0.143168,-0.001395
211149,32.10104,0.990249,0.028318,0.136349,-0.003807
211211,32.455456,0.99234,0.026834,0.120452,-0.005805
