fused.ts,fused.H,fused.q[0],fused.q[1],fused.q[2],fused.q[3]
52627,-27.211203,0.99997,0.005956,-0.005045,0.00003
52668,-27.211872,0.99997,0.005949,-0.005004,0.000033
52730,-27.211395,0.99997,0.005961,-0.004943,0.000028
52792,-27.21102,0.99997,0.005971,-0.004886,0.000034
52854,-27.211391,0.999971,0.005972,-0.004834,0.000029
52894,-27.21151,0.999971,0.005997,-0.004796,0.000032
52956,-27.209671,0.999971,0.006009,-0.004755,0.000029
53017,-27.208151,0.999971,0.006019,-0.004713,0.00003
53058,-27.20952,0.999971,0.006033,-0.004674,0.00003
53120,-27.209341,0.999971,0.006041,-0.004617,0.00003
53182,-27.209892,0.999971,0.006034,-0.004584,0.000028
53243,-27.210083,0.999971,0.00603,-0.004571,0.000034
53284,-27.209984,0.999972,0.006038,-0.004547,0.000031
53346,-27.209911,0.999972,0.006041,-0.004505,0.000027
53408,-27.210533,0.999972,0.006028,-0.00448,0.000008
53470,-27.210793,0.99997,0.006223,-0.004531,-0.000062
53510,-27.211084,0.99997,0.006444,-0.004301,0.000364
53572,-27.211866,0.999973,0.004262,-0.005868,-0.000785
53633,-27.211861,0.999971,0.006993,-0.003109,0.000374
53674,-27.211143,0.999966,0.006992,-0.004236,0.001324
53736,-27.211782,0.999969,0.006992,-0.003712,0.000615
53798,-27.212576,0.999968,0.006768,-0.004343,0.000492
53839,-27.212215,0.999965,0.006975,-0.004645,0.000527
53900,-27.209343,0.999966,0.006604,-0.004915,-0.000253
53962,-27.20467,0.999965,0.006498,-0.005214,-0.000991
54003,-27.201443,0.999965,0.00576,-0.006059,-0.000667
54065,-27.196081,0.999964,0.005678,-0.006151,-0.001207
54126,-27.192854,0.999963,0.005696,-0.006355,-0.00112
54167,-27.187515,0.999961,0.005195,-0.007079,0.000108
54229,-27.18252,0.999961,0.006171,-0.006311,0.000807
54290,-27.179684,0.999961,0.005693,-0.006751,0.000419
54332,-27.174381,0.999963,0.005345,-0.00667,0.000951
54394,-27.169043,0.999964,0.006607,-0.005166,0.001008
54455,-27.166925,0.999964,0.006204,-0.005832,0.000644
54496,-27.164497,0.999962,0.005732,-0.006544,-0.000594
54557,-27.160286,0.999964,0.004899,-0.006915,-0.000679
54619,-27.157455,0.999964,0.004747,-0.007048,-0.000457
54660,-27.157822,0.999965,0.004761,-0.006757,-0.000978
54722,-27.156507,0.999964,0.003476,-0.007732,-0.000441
54783,-27.156895,0.999962,0.004175,-0.007555,0.000851
54845,-27.157305,0.999962,0.006074,-0.006205,0.000976
54906,-27.158417,0.999964,0.004776,-0.007035,0.000762
54947,-27.158827,0.99996,0.005713,-0.006716,0.001356
55009,-27.158854,0.999963,0.005561,-0.006533,0.000474
55070,-27.161684,0.99996,0.005597,-0.006927,-0.000208
55112,-27.161781,0.999957,0.005383,-0.007571,-0.000416
55173,-27.165251,0.999955,0.005195,-0.007862,-0.000826
55235,-27.168167,0.999956,0.005034,-0.007823,-0.001529
55276,-27.170359,0.999955,0.003904,-0.008612,-0.000872
55338,-27.171808,0.999953,0.004039,-0.008834,0.000221
55399,-27.175646,0.999958,0.005033,-0.007726,-0.000013
55440,-27.176456,0.999956,0.003586,-0.00868,0.000025
55502,-27.177143,0.999956,0.004401,-0.008179,0.000996
55564,-27.180147,0.999956,0.005811,-0.007266,0.0011
55605,-27.1852,0.999959,0.004387,-0.007966,0.000602
55666,-27.186972,0.999956,0.005226,-0.00756,0.001615
55707,-27.18713,0.999958,0.005845,-0.006959,0.000929
55769,-27.1877,0.999958,0.005562,-0.007345,0.000065
55830,-27.190641,0.999956,0.005443,-0.007678,0.000298
55892,-27.19072,0.999951,0.004539,-0.008778,-0.001007
55934,-27.190573,0.999951,0.004682,-0.008698,-0.001112
55995,-27.18968,0.999949,0.003578,-0.009405,-0.000741
56036,-27.189175,0.999949,0.003636,-0.009431,-0.000254
56097,-27.187748,0.999952,0.004116,-0.008912,-0.000805
56159,-27.185457,0.999946,0.002959,-0.009987,-0.000437
56200,-27.181013,0.999945,0.00363,-0.009844,0.000453
56262,-27.17893,0.99995,0.004806,-0.008757,0.000405
56323,-27.176945,0.999949,0.003572,-0.009498,0.000355
56385,-27.1742,0.999946,0.003843,-0.009619,0.001291
56426,-27.171391,0.999952,0.005003,-0.008377,0.000812
56487,-27.170731,0.999948,0.004765,-0.008947,0.000614
56549,-27.171783,0.999942,0.005014,-0.009555,0.00056
56590,-27.173832,0.999945,0.004637,-0.009373,0.000199
56652,-27.176025,0.999943,0.00479,-0.009524,-0.000542
56713,-27.175526,0.999937,0.004407,-0.010264,-0.000562
56754,-27.176512,0.99993,0.003831,-0.011171,-0.00067
56816,-27.179031,0.999931,0.003844,-0.011053,-0.000981
56878,-27.17878,0.999925,0.002957,-0.011857,-0.000823
56919,-27.175896,0.99992,0.003124,-0.012264,-0.000063
56980,-27.174444,0.999927,0.004192,-0.011311,0.000012
57042,-27.175516,0.99992,0.003144,-0.012273,0.000026
57083,-27.176607,0.999921,0.003651,-0.01198,0.000707
57145,-27.174826,0.999928,0.005123,-0.010834,0.000893
57206,-27.17767,0.999923,0.004065,-0.011663,0.000729
57247,-27.179487,0.999919,0.004309,-0.011877,0.001459
57309,-27.178419,0.999928,0.004944,-0.010884,0.001153
57370,-27.177696,0.99992,0.004453,-0.01184,0.000739
57412,-27.176619,0.999917,0.004517,-0.012017,0.001331
57474,-27.174469,0.999922,0.004358,-0.011702,0.000631
57535,-27.175493,0.999916,0.004416,-0.012142,-0.000547
57576,-27.175173,0.999911,0.004608,-0.012498,-0.000355
57637,-27.171665,0.999906,0.003669,-0.013239,-0.000616
57699,-27.173996,0.9999,0.004015,-0.013512,-0.001195
57740,-27.175154,0.9999,0.003842,-0.013534,-0.001274
57802,-27.175886,0.999894,0.003226,-0.014167,-0.000554
57843,-27.176922,0.99989,0.003528,-0.014368,-0.000959
57904,-27.178669,0.999892,0.003383,-0.01425,-0.00104
57966,-27.181465,0.999884,0.002881,-0.014958,-0.000135
58007,-27.18232,0.999884,0.003255,-0.014845,-0.000302
58069,-27.182055,0.999883,0.003338,-0.014913,-0.000123
58130,-27.182959,0.999876,0.003079,-0.015408,0.000484
58171,-27.183369,0.999879,0.003671,-0.015112,0.000299
58233,-27.183094,0.999877,0.003616,-0.01524,0.00066
58294,-27.183643,0.999874,0.003929,-0.015322,0.001305
58336,-27.182878,0.999883,0.004939,-0.014454,0.000914
58398,-27.183222,0.999876,0.004515,-0.015058,0.000759
58459,-27.184221,0.999872,0.004731,-0.015224,0.000975
58500,-27.182611,0.999878,0.004914,-0.014809,0.001049
58561,-27.181639,0.999872,0.004731,-0.015288,0.000463
58623,-27.18096,0.99986,0.004479,-0.016149,-0.00026
58685,-27.180243,0.999852,0.003784,-0.016802,-0.000555
58726,-27.179058,0.999848,0.004183,-0.016867,-0.001149
58787,-27.176849,0.999845,0.003605,-0.017189,-0.001006
58849,-27.174337,0.999843,0.003466,-0.017361,-0.000477
58890,-27.173859,0.999862,0.004463,-0.015972,0.000358
58952,-27.1738,0.999849,0.003071,-0.017093,0.000021
59014,-27.173685,0.999866,0.004037,-0.015886,0.000068
59054,-27.174376,0.999869,0.004112,-0.015631,0.000002
59116,-27.174984,0.999874,0.00413,-0.015344,0.000037
59178,-27.174807,0.999879,0.004188,-0.014992,0.000005
59219,-27.17481,0.999883,0.004275,-0.014671,0.000083
59280,-27.174622,0.999888,0.00433,-0.014345,0.000057
59342,-27.174397,0.999891,0.004264,-0.01415,0.000014
59403,-27.176067,0.999895,0.004369,-0.013796,-0.00006
59444,-27.17931,0.9999,0.004495,-0.013393,0.000071
59506,-27.182257,0.999903,0.004508,-0.013148,0.000098
59568,-27.183815,0.999906,0.00457,-0.012913,-0.000241
59609,-27.185957,0.999909,0.004673,-0.01263,0.000252
59670,-27.187014,0.999911,0.004558,-0.012544,-0.000121
59732,-27.188784,0.999914,0.004749,-0.012213,0.000195
59773,-27.18984,0.999918,0.005096,-0.011778,-0.000018
59834,-27.191248,0.999919,0.004877,-0.011765,-0.000023
59896,-27.19445,0.999924,0.005246,-0.011196,0.000343
59958,-27.194433,0.999917,0.003475,-0.012421,-0.000607
59999,-27.194042,0.999922,0.00468,-0.01159,0.000268
60060,-27.194008,0.999924,0.005613,-0.010914,0.000807
60122,-27.194347,0.999922,0.005385,-0.011279,0.000878
60163,-27.19433,0.999918,0.005013,-0.011789,0.000323
60225,-27.196461,0.999911,0.004896,-0.012385,0.000058
60327,-27.195723,0.999911,0.005028,-0.01233,0.000013
60389,-27.19606,0.999906,0.004847,-0.012826,-0.000309
60450,-27.195702,0.999906,0.00505,-0.012739,-0.000632
60492,-27.197088,0.999908,0.004882,-0.012655,-0.000447
60554,-27.197468,0.999906,0.004528,-0.012927,-0.000311
60594,-27.195042,0.999914,0.004921,-0.012172,0.000442
60656,-27.194242,0.999909,0.004054,-0.012857,0.000279
60717,-27.192833,0.999914,0.004133,-0.012471,0
60779,-27.194504,0.999917,0.004409,-0.012081,0.000058
60820,-27.197351,0.999921,0.004474,-0.01178,-0.000005
60882,-27.20023,0.999924,0.004613,-0.011465,0.000032
60943,-27.202408,0.999926,0.004611,-0.011256,0.000028
60984,-27.203836,0.999928,0.004637,-0.011053,0.000038
61046,-27.206615,0.99993,0.004677,-0.01085,0.000048
61107,-27.208477,0.999932,0.004724,-0.010627,0.000033
61169,-27.208858,0.999934,0.004757,-0.010423,0.000047
61210,-27.209187,0.999936,0.004791,-0.010221,0.000055
61272,-27.210196,0.999938,0.004837,-0.010028,0.00005
61333,-27.212954,0.99994,0.004899,-0.009829,0.000053
61374,-27.213751,0.999941,0.004943,-0.009642,0.000046
61436,-27.216772,0.999943,0.004983,-0.00944,0.000054
61498,-27.219316,0.999944,0.005024,-0.00928,0.00006
61539,-27.220119,0.999946,0.005043,-0.009133,0.000049
61600,-27.219835,0.999947,0.005068,-0.00894,0.000044
61662,-27.219437,0.999948,0.0051,-0.008797,0.00004
61703,-27.218754,0.99995,0.005135,-0.008635,0.000047
61765,-27.218302,0.999951,0.005165,-0.008472,0.000045
61827,-27.219168,0.999952,0.005188,-0.008329,0.00005
61868,-27.217468,0.999953,0.005218,-0.00818,0.000049
61930,-27.216215,0.999954,0.005243,-0.008054,0.000042
61991,-27.215714,0.999955,0.005284,-0.007914,0.000046
62052,-27.215351,0.999956,0.005306,-0.007758,0.000044
62114,-27.217262,0.999956,0.00535,-0.007644,0.000043
62155,-27.216206,0.999957,0.005368,-0.007524,0.000036
62216,-27.217339,0.999958,0.005394,-0.007416,0.00004
62278,-27.219027,0.999959,0.005427,-0.007306,0.00004
62319,-27.219002,0.999959,0.005444,-0.007189,0.000036
62381,-27.218611,0.99996,0.005478,-0.007081,0.000037
62442,-27.218264,0.999961,0.0055,-0.006965,0.000042
62483,-27.217896,0.999961,0.005522,-0.006863,0.000041
62545,-27.218742,0.999962,0.005546,-0.006742,0.000044
62606,-27.218611,0.999963,0.005565,-0.006629,0.000037
62648,-27.219109,0.999963,0.005596,-0.006544,0.000038
62710,-27.217693,0.999963,0.005631,-0.006466,0.000037
62771,-27.216305,0.999964,0.005653,-0.006373,0.000038
62812,-27.216667,0.999964,0.005682,-0.0063,0.000036
62873,-27.21842,0.999965,0.005693,-0.006214,0.000042
62935,-27.218811,0.999965,0.00571,-0.006147,0.000035
62976,-27.218702,0.999965,0.00574,-0.00609,0.000033
63038,-27.21855,0.999965,0.005748,-0.006013,0.000037
63120,-27.21784,0.999966,0.005807,-0.005924,0.000036
63182,-27.219133,0.999966,0.005826,-0.005838,0.000036
63222,-27.221573,0.999966,0.005851,-0.005779,0.000034
63284,-27.222786,0.999967,0.005882,-0.005699,0.000035
63346,-27.223524,0.999967,0.00593,-0.005612,0.000033
63408,-27.224237,0.999967,0.005894,-0.005535,0.000039
63470,-27.225645,0.999968,0.005923,-0.005417,0.000155
63531,-27.225666,0.999968,0.005694,-0.005657,-0.000332
63592,-27.227793,0.999967,0.006029,-0.005496,0.000357
63634,-27.228504,0.999965,0.00695,-0.004532,0.000908
63715,-27.226763,0.999966,0.006385,-0.005233,0.00066
63756,-27.225664,0.999967,0.0053,-0.00618,0.000627
63818,-27.224699,0.999964,0.006256,-0.005599,0.001331
63879,-27.224163,0.999963,0.006644,-0.005367,0.000828
63941,-27.223776,0.999965,0.005681,-0.006103,0.000243
64002,-27.222925,0.999967,0.00527,-0.006242,-0.000139
64064,-27.221552,0.999965,0.006285,-0.005505,0.000062
64126,-27.220654,0.999966,0.006208,-0.005465,-0.000032
64167,-27.221523,0.999966,0.006149,-0.005434,0.000027
64229,-27.222296,0.999966,0.00616,-0.005407,0.000027
64290,-27.223059,0.999967,0.006158,-0.005353,0.000036
64352,-27.22414,0.999967,0.006163,-0.005277,0.000028
64413,-27.223482,0.999968,0.006175,-0.005196,0.000034
64475,-27.226637,0.999968,0.006178,-0.005132,0.000051
64537,-27.22991,0.999968,0.006205,-0.005084,0.000049
64598,-27.230993,0.999968,0.00622,-0.005039,0.000031
64639,-27.232765,0.999968,0.006215,-0.004968,0.000033
64721,-27.234127,0.999969,0.006215,-0.004913,0.000031
64783,-27.234549,0.999969,0.006212,-0.004855,0.00003
64824,-27.234314,0.999969,0.006207,-0.0048,0.00003
64886,-27.233593,0.999969,0.006192,-0.004803,0.000019
64947,-27.232155,0.99997,0.006137,-0.004751,0.000169
65009,-27.229767,0.99997,0.006088,-0.004699,-0.000211
65070,-27.227465,0.999971,0.005576,-0.00522,0.000275
65132,-27.224901,0.999969,0.006539,-0.004418,0.000549
65194,-27.223024,0.99997,0.00519,-0.005717,-0.0001
65255,-27.221546,0.999969,0.004456,-0.006478,0.000247
65317,-27.217999,0.999967,0.00544,-0.005914,0.001329
65378,-27.215464,0.999965,0.00666,-0.004988,0.000691
65440,-27.213329,0.999963,0.006349,-0.005834,-0.000334
65502,-27.209896,0.999962,0.005022,-0.007087,-0.000572
65563,-27.208067,0.99996,0.004936,-0.007415,-0.000522
65625,-27.207155,0.99996,0.005524,-0.007044,-0.000754
65666,-27.206661,0.999959,0.006604,-0.006197,0.000442
65727,-27.206543,0.999961,0.004907,-0.0074,-0.000197
65789,-27.206718,0.999961,0.006068,-0.006347,0.000164
65850,-27.207321,0.999962,0.006209,-0.006176,0.000021
65912,-27.206915,0.999963,0.006157,-0.006102,0.000006
65974,-27.20771,0.999963,0.006177,-0.006011,0.00001
66015,-27.206963,0.999963,0.006214,-0.005922,0.00002
66098,-27.208549,0.999963,0.006228,-0.005851,0.000039
66159,-27.210733,0.999964,0.00622,-0.005778,0.000041
66200,-27.212563,0.999964,0.00621,-0.005728,0.000034
66261,-27.21471,0.999965,0.006213,-0.005653,0.000025
66323,-27.216873,0.999965,0.006219,-0.005578,0.000027
66385,-27.218306,0.999965,0.006231,-0.005516,0.000042
66446,-27.219011,0.999966,0.00625,-0.005454,0.000047
66487,-27.219709,0.999966,0.006266,-0.005405,0.000039
66549,-27.22077,0.999966,0.006279,-0.005327,0.000032
66610,-27.222187,0.999966,0.006279,-0.005283,0.000032
66672,-27.223606,0.999967,0.006298,-0.005225,0.000033
66734,-27.224958,0.999967,0.006313,-0.005158,0.000033
66795,-27.225382,0.999967,0.006322,-0.005109,0.000032
66857,-27.225485,0.999967,0.006329,-0.005035,0.000032
66898,-27.226477,0.999968,0.006316,-0.004978,0.000035
66960,-27.227619,0.999968,0.006316,-0.00493,0.000034
67022,-27.228155,0.999968,0.006332,-0.004873,0.000035
67083,-27.22871,0.999968,0.006327,-0.004824,0.000034
67144,-27.228546,0.999969,0.006321,-0.004781,0.000034
67206,-27.227457,0.999969,0.006314,-0.004756,0.000032
67268,-27.226665,0.999969,0.006304,-0.004707,0.000028
67329,-27.226274,0.999968,0.006821,-0.004202,0.000129
67391,-27.224487,0.999968,0.006901,-0.003991,-0.000032
67452,-27.221973,0.999967,0.007294,-0.00356,0.000116
67514,-27.220156,0.999965,0.007983,-0.002593,0.00022
67555,-27.218016,0.999964,0.00801,-0.00268,0.000158
67617,-27.216892,0.999976,0.006675,0.001673,0.000469
67678,-27.216183,0.999969,0.00791,-0.000434,0.00003
67740,-27.216215,0.999966,0.008179,-0.001145,-0.000141
67801,-27.216816,0.999972,0.007251,-0.001591,0.000392
67863,-27.216555,0.999971,0.006873,-0.003401,0.000033
67925,-27.215652,0.999971,0.0068,-0.003562,0.000071
67986,-27.215549,0.999972,0.006555,-0.003718,0.000108
68027,-27.216248,0.999971,0.006757,-0.003645,0.0002
68089,-27.215717,0.99997,0.006979,-0.003345,0.00005
68150,-27.215973,0.99997,0.006815,-0.00361,0.00007
68212,-27.217014,0.99997,0.007011,-0.003318,0.000044
68274,-27.21949,0.99997,0.007196,-0.003021,0.00016
68335,-27.221363,0.99997,0.007103,-0.002978,-0.000041
68397,-27.222473,0.99997,0.00721,-0.002951,0.000089
68458,-27.222837,0.999968,0.007654,-0.002478,0.000201
68500,-27.222834,0.999967,0.007802,-0.002389,0.000049
68562,-27.223526,0.999966,0.007988,-0.002102,0.00006
68623,-27.223879,0.999966,0.008038,-0.001775,-0.000062
68684,-27.223507,0.999967,0.007997,-0.001305,0.000039
68746,-27.223146,0.999964,0.00816,-0.002426,-0.000352
68808,-27.223885,0.999966,0.007819,-0.002526,0.000165
68870,-27.224251,0.999969,0.007326,-0.002836,-0.000042
68931,-27.224588,0.999971,0.006965,-0.003182,-0.000019
68972,-27.22505,0.999976,0.005173,-0.004683,-0.000111
69033,-27.224615,0.999976,0.003673,-0.005895,-0.000334
69095,-27.225458,0.999975,0.004258,-0.00562,0.000082
69157,-27.227543,0.999974,0.005705,-0.00453,-0.00006
69218,-27.228765,0.999971,0.006534,-0.00395,-0.000443
69280,-27.229856,0.999968,0.007085,-0.003715,0.000017
69341,-27.231945,0.999969,0.006879,-0.003864,-0.000109
69403,-27.23135,0.999968,0.007058,-0.003777,0.000117
69444,-27.228498,0.999968,0.007189,-0.003521,0.000115
69506,-27.227001,0.999968,0.007256,-0.003341,0.000015
69567,-27.226603,0.999967,0.007348,-0.003407,-0.000021
69690,-27.224674,0.999967,0.007319,-0.003504,0.000045
69773,-27.227924,0.999966,0.007607,-0.003194,0.000132
69855,-27.2295,0.999967,0.00766,-0.002803,0.00001
69937,-27.229719,0.99997,0.00699,-0.003288,-0.000106
69998,-27.227947,0.999971,0.006835,-0.003401,0.000051
70060,-27.226706,0.99997,0.006904,-0.003573,0.000044
70122,-27.225927,0.999969,0.007136,-0.00335,0.00008
70183,-27.225197,0.999968,0.007429,-0.0031,0.000022
70245,-27.22551,0.999967,0.007482,-0.003024,-0.00003
70286,-27.227283,0.999967,0.007585,-0.003012,0.000015
70348,-27.229118,0.999967,0.007628,-0.002917,0.000054
70410,-27.229494,0.999967,0.007686,-0.002793,0.000064
70471,-27.231289,0.999969,0.007196,-0.003067,-0.00001
70533,-27.232458,0.999971,0.006936,-0.003249,0.000044
70594,-27.231821,0.999971,0.006911,-0.003262,0.000031
70656,-27.230732,0.999971,0.00689,-0.003286,0.000029
70718,-27.231094,0.999971,0.006857,-0.003287,0.000026
70779,-27.232155,0.999971,0.006813,-0.003287,0.00002
70841,-27.232956,0.999971,0.006846,-0.003238,0.000017
70903,-27.234726,0.999972,0.006663,-0.003466,-0.000054
70964,-27.235868,0.999972,0.006683,-0.003377,0.000045
71026,-27.236952,0.999972,0.006692,-0.003333,0.000003
71087,-27.238375,0.999972,0.006715,-0.003304,0.000016
71148,-27.239803,0.999972,0.006714,-0.003295,0.000016
71210,-27.24008,0.999972,0.006713,-0.003284,0.000021
71272,-27.241014,0.999972,0.006697,-0.003276,0.00002
71334,-27.241444,0.999972,0.006694,-0.003286,0.000024
71395,-27.242388,0.999972,0.006689,-0.003283,0.000022
71456,-27.243879,0.999972,0.006655,-0.003289,0.000022
71518,-27.244347,0.999973,0.006658,-0.003273,0.00002
71580,-27.244007,0.999972,0.006663,-0.003272,0.000024
71642,-27.243973,0.999973,0.006663,-0.003272,0.000026
71703,-27.243605,0.999972,0.006676,-0.003267,0.000024
71764,-27.243587,0.999972,0.006676,-0.003246,0.000022
71826,-27.245012,0.999973,0.006671,-0.003236,0.000024
71888,-27.247362,0.999973,0.006674,-0.003237,0.000022
71950,-27.247875,0.999973,0.006665,-0.003242,0.000028
72011,-27.249155,0.999972,0.00667,-0.003252,0.000028
72072,-27.249353,0.999973,0.006657,-0.003247,0.000022
72134,-27.24865,0.999973,0.00664,-0.003244,0.000024
72196,-27.249193,0.999973,0.006641,-0.003249,0.000024
72258,-27.249239,0.999973,0.006645,-0.003259,0.000023
72298,-27.248186,0.999973,0.006636,-0.003249,-0.000012
72360,-27.24884,0.999974,0.006512,-0.003226,-0.000035
72421,-27.249561,0.999974,0.006468,-0.00324,-0.000037
72483,-27.249212,0.999973,0.006665,-0.003139,-0.000071
72545,-27.24955,0.999973,0.006705,-0.003142,0.000241
72586,-27.249557,0.999974,0.006431,-0.003401,0.000021
72647,-27.248484,0.999973,0.006495,-0.003341,0.000055
72709,-27.247032,0.999973,0.006421,-0.003445,0.000009
72770,-27.246176,0.999973,0.00642,-0.003458,0.000024
72832,-27.244362,0.999973,0.006462,-0.003449,0.000031
72894,-27.24424,0.999973,0.006468,-0.003473,0.000023
72955,-27.245831,0.999973,0.006476,-0.003485,-0.000001
73017,-27.247313,0.999973,0.006471,-0.003466,0.000035
73078,-27.246763,0.999973,0.006463,-0.003459,0.00004
73140,-27.247044,0.999973,0.006458,-0.003479,0.000024
73202,-27.246027,0.999973,0.006452,-0.003481,0.000035
73263,-27.244581,0.999973,0.006444,-0.0035,0.000026
73325,-27.244898,0.999973,0.006456,-0.003494,0.000025
73386,-27.244913,0.999973,0.00647,-0.003487,0.000026
73448,-27.244579,0.999973,0.006472,-0.0035,0.000027
73510,-27.24472,0.999973,0.006471,-0.003506,0.000023
73571,-27.245214,0.999973,0.006464,-0.003521,0.000024
73633,-27.246521,0.999973,0.006464,-0.003528,0.000027
73694,-27.247702,0.999973,0.006448,-0.003536,0.000024
73756,-27.248142,0.999973,0.006444,-0.003539,0.000023
73818,-27.247471,0.999973,0.006479,-0.003537,0.000025
73879,-27.245682,0.999973,0.006483,-0.003528,0.000026
73941,-27.244921,0.999973,0.006473,-0.003533,0.000023
74002,-27.243839,0.999973,0.006482,-0.003518,0.000025
74064,-27.243477,0.999972,0.006593,-0.003408,0.000016
74126,-27.245279,0.999972,0.006768,-0.003286,0.000234
74187,-27.245485,0.99997,0.007142,-0.002988,0.000001
74249,-27.246008,0.999969,0.007324,-0.002754,0.000032
74290,-27.246229,0.999968,0.007566,-0.002494,-0.000005
74352,-27.245071,0.999968,0.007568,-0.002466,-0.000004
74414,-27.245718,0.999969,0.007556,-0.002452,0.000001
74475,-27.245703,0.999968,0.007604,-0.002386,-0.000037
74536,-27.245003,0.999968,0.007673,-0.002273,0.000067
74598,-27.244583,0.999967,0.007782,-0.002245,-0.00003
74660,-27.244572,0.99997,0.007218,-0.00283,-0.000076
74721,-27.245636,0.999974,0.006044,-0.003948,0.000074
74783,-27.247082,0.999972,0.006677,-0.003379,-0.000133
74844,-27.250322,0.999972,0.006773,-0.003324,-0.000017
74906,-27.252485,0.999972,0.006779,-0.003311,0.000046
74968,-27.253021,0.999972,0.006678,-0.003424,0.000062
75030,-27.253063,0.999972,0.006745,-0.003363,0.000068
75091,-27.253405,0.999972,0.006745,-0.003348,0.000027
75132,-27.254597,0.999972,0.006788,-0.003309,0.000055
75214,-27.257605,0.999969,0.00723,-0.003001,0.000032
75276,-27.256754,0.999969,0.007234,-0.00298,0.00005
75338,-27.257694,0.99997,0.00715,-0.003077,0.000078
75378,-27.259117,0.999969,0.007249,-0.002999,0.00011
75440,-27.259153,0.999969,0.00735,-0.00293,-0.000021
75501,-27.260185,0.999968,0.007466,-0.002857,0.000091
75563,-27.261612,0.999967,0.007735,-0.002634,0.000166
75625,-27.263039,0.999967,0.007836,-0.002355,0.000135
75686,-27.260895,0.999967,0.007803,-0.002353,0.000017
75748,-27.261215,0.999967,0.007821,-0.002369,-0.000009
75809,-27.26104,0.999969,0.007263,-0.003023,-0.000137
75871,-27.26067,0.99997,0.006982,-0.003228,0.000149
75912,-27.261135,0.999971,0.00691,-0.003285,0.000047
75974,-27.261026,0.999971,0.00689,-0.003299,0.000019
76035,-27.258518,0.999971,0.00688,-0.003322,0.000017
76097,-27.257927,0.999971,0.006883,-0.003339,0.000021
76158,-27.257629,0.999971,0.006899,-0.003338,0.000023
76220,-27.256613,0.999971,0.006922,-0.003327,0.000007
76282,-27.256504,0.999973,0.006699,-0.003129,0.000008
76323,-27.255514,0.999972,0.00666,-0.003301,-0.000241
76384,-27.25408,0.999972,0.006818,-0.003189,0.000038
76446,-27.252277,0.999972,0.006931,-0.002887,0.000012
76508,-27.253277,0.999973,0.006784,-0.002954,0.000076
76570,-27.252619,0.999972,0.006597,-0.003416,-0.00008
76631,-27.250481,0.999972,0.006612,-0.003459,0.000105
76692,-27.250469,0.999972,0.006553,-0.003615,-0.000016
76754,-27.248692,0.999972,0.006469,-0.003711,0.000063
76816,-27.247263,0.999972,0.006425,-0.003706,0.000109
76878,-27.248913,0.999976,0.005393,-0.004445,-0.00002
76918,-27.249361,0.999977,0.004408,-0.005082,0.000052
76980,-27.248671,0.999978,0.00409,-0.005258,0.000041
77042,-27.248175,0.999979,0.003307,-0.005541,0.000077
77103,-27.247263,0.999981,0.001961,-0.005795,0.000103
77165,-27.246706,0.99998,0.004327,-0.004704,-0.000171
77226,-27.24633,0.999974,0.006209,-0.003578,0.000147
77288,-27.246929,0.999974,0.006269,-0.003639,0.000013
77329,-27.245083,0.999974,0.006277,-0.003654,-0.000003
77390,-27.243576,0.999974,0.006305,-0.003617,0.00001
77452,-27.245432,0.999974,0.0063,-0.00363,0.000017
77514,-27.24861,0.999973,0.006325,-0.003654,0.000019
77575,-27.250641,0.999973,0.006325,-0.003669,0.000023
77637,-27.252079,0.999973,0.006323,-0.003678,0.000022
77698,-27.253157,0.999975,0.005557,-0.004453,0.000045
77760,-27.254936,0.999976,0.003313,-0.006066,-0.000167
77822,-27.256174,0.999976,0.004646,-0.005187,0.000071
77883,-27.257999,0.999973,0.006,-0.004156,0.00012
77945,-27.258547,0.999976,0.004722,-0.005132,0.000066
78006,-27.260357,0.999974,0.005958,-0.004022,0.000036
78068,-27.262266,0.999972,0.006367,-0.0039,0.000074
78130,-27.26272,0.999973,0.005584,-0.00472,0.000074
78212,-27.264843,0.999974,0.003771,-0.006195,-0.000009
78273,-27.266106,0.999974,0.003623,-0.006238,0.000058
78335,-27.266083,0.999975,0.003687,-0.005972,-0.000081
78397,-27.265854,0.999974,0.006022,-0.004083,-0.0001
78458,-27.265505,0.999972,0.006323,-0.003892,-0.000008
78520,-27.263783,0.999973,0.006233,-0.003909,0.000007
78581,-27.263288,0.999973,0.006244,-0.003892,0.000018
78622,-27.262247,0.999973,0.006245,-0.003882,0.000019
78684,-27.258331,0.999973,0.006257,-0.00388,0.000028
78746,-27.258224,0.999973,0.006255,-0.003871,0.000026
78807,-27.258242,0.999972,0.006348,-0.003882,0.000002
78869,-27.257898,0.999972,0.006302,-0.004123,0.000031
78930,-27.257551,0.999969,0.006948,-0.00374,0.00028
78992,-27.257559,0.999967,0.007294,-0.003558,-0.000047
79034,-27.257215,0.999969,0.007001,-0.003747,0.000023
79095,-27.257576,0.999968,0.007056,-0.00375,0.00007
79136,-27.256878,0.999968,0.007064,-0.003735,-0.000027
79197,-27.255104,0.999968,0.007059,-0.003777,0.000093
79259,-27.256138,0.999968,0.007151,-0.003717,0.000003
79321,-27.257231,0.999967,0.007163,-0.003804,0.000094
79382,-27.258329,0.999971,0.006321,-0.004274,-0.000141
79423,-27.256931,0.999971,0.006521,-0.003978,0.000326
